id,name,price,sold,rating
7750,Samsung,408536,304984,3.58
7751,MSI,551075,966958,2.66
7752,iBall,470893,782500,1.02
7753,Ultimus,37419,829278,2.46
7754,Colorful,58058,327053,4.38
7755,iBall,309373,699301,3.49
7756,Huawei,136014,138571,4.24
7757,LG,362256,729916,1.69
7758,Ninkear,267918,674713,3.54
7759,Chuwi,39789,919566,4.78
7760,Jio,570146,566268,3.86
7761,AXL,253068,432051,4.56
7762,Walker,511886,329767,1.98
7763,Microsoft,109408,645937,2.44
7764,MSI,355723,683115,3.56
7765,Acer,512665,212057,3.85
7766,ASUS,161675,148126,4.27
7767,Acer,357688,332847,3.73
7768,Gigabyte,208980,144490,2.17
7769,Acer,26587,627571,4.15
7770,Asus,18632,892092,1.31
7771,Razer,155204,412156,1.4
7772,Ninkear,62918,525438,3.37
7773,Asus,72047,718286,1.99
7774,Avita,554069,490487,1.46
7775,Primebook,109714,423568,1.7
7776,Asus,337593,545694,2.52
7777,Avita,104021,690573,4.35
7778,Ninkear,551731,969216,3.35
7779,MSI,308500,945148,4.33
7780,Jio,553308,744668,2.48
7781,Samsung,214397,406683,1.36
7782,Samsung,485652,682160,4.14
7783,Lenovo,428969,503150,4.78
7784,Apple,42208,248445,2.12
7785,Asus,190680,792592,3.2
7786,Ninkear,396070,119080,3.26
7787,Colorful,326348,97354,4.53
7788,Ultimus,201004,904193,1.05
7789,Ninkear,428517,104760,3.08
7790,Ultimus,367789,413795,4.91
7791,Lenovo,94316,564032,4.59
7792,Colorful,282439,919255,3.91
7793,Fujitsu,438635,123574,2.0
7794,Honor,293184,615340,3.22
7795,Lenovo,544532,611373,3.79
7796,iBall,323386,791594,1.58
7797,Chuwi,365336,783639,4.8
7798,LG,428177,898300,3.22
7799,HP,486469,745244,4.68
7800,Acer,57699,247794,2.25
7801,Avita,495469,306864,3.68
7802,Colorful,135657,714913,3.91
7803,iBall,13350,670179,1.98
7804,LG,294615,59630,1.89
7805,Primebook,262854,716139,3.18
7806,Wings,14567,640020,4.87
7807,Fujitsu,548991,223998,3.86
7808,Primebook,8817,356371,1.4
7809,Walker,265800,30204,1.84
7810,Xiaomi,96142,959718,4.59
7811,HP,407854,488236,2.83
7812,Chuwi,569347,990143,2.22
7813,Ninkear,407247,126312,4.94
7814,LG,567726,799477,3.82
7815,Honor,178737,188341,4.9
7816,Asus,414208,878341,2.01
7817,Acer,89797,751347,4.98
7818,Razer,166291,957394,1.64
7819,iBall,469098,965287,2.33
7820,Xiaomi,38495,84797,2.02
7821,Asus,204768,989031,1.55
7822,Xiaomi,535520,639739,3.52
7823,Avita,193523,272674,1.23
7824,Tecno,481854,978210,1.11
7825,HP,434303,162214,2.85
7826,HP,236049,358891,4.63
7827,Wings,158787,930436,1.59
7828,Infinix,260276,516780,3.68
7829,Ultimus,115909,403253,2.88
7830,Chuwi,265562,376118,1.97
7831,Razer,374781,727041,3.03
7832,Xiaomi,211863,697901,1.05
7833,Gigabyte,194196,64181,3.16
7834,Asus,320001,130970,3.0
7835,Walker,397030,115749,2.73
7836,Jio,552156,914872,2.71
7837,Fujitsu,573968,730298,1.59
7838,LG,89231,175372,4.18
7839,Honor,561779,659227,3.89
7840,Acer,121764,117368,4.13
7841,AXL,280945,873753,3.49
7842,Microsoft,370666,31940,2.29
7843,Gigabyte,32376,731884,2.12
7844,Jio,463171,422121,3.26
7845,Microsoft,479293,339057,1.97
7846,Acer,138552,989911,2.73
7847,LG,228871,353426,3.45
7848,Walker,207705,84297,2.31
7849,HP,286126,814390,2.28
7850,Razer,566250,538231,4.19
7851,Wings,599257,353738,2.45
7852,Primebook,128681,67568,4.85
7853,Acer,81052,294000,1.86
7854,Razer,459065,176251,2.74
7855,AXL,99898,972507,1.67
7856,Ultimus,566178,426882,1.8
7857,Gigabyte,85972,897499,1.62
7858,Honor,22304,240727,3.31
7859,Gigabyte,226381,234728,2.73
7860,HP,247244,796522,4.18
7861,Ninkear,247398,168145,4.68
7862,Ultimus,204267,795978,4.26
7863,Zebronics,246969,704107,2.88
7864,Asus,98190,174753,3.89
7865,Ninkear,8672,614436,3.76
7866,Lenovo,32265,46240,3.98
7867,iBall,477848,232354,4.02
7868,Wings,115371,22780,3.3
7869,Ultimus,90057,376007,1.38
7870,Infinix,23077,338769,3.47
7871,Primebook,234679,554248,2.63
7872,Honor,68809,96559,1.8
7873,Chuwi,73044,268297,1.79
7874,Infinix,28861,846615,2.39
7875,Colorful,411765,627862,3.53
7876,MSI,474478,66421,4.28
7877,Lenovo,287463,75085,4.3
7878,Honor,360703,572036,3.38
7879,Tecno,178662,785239,4.24
7880,Tecno,255643,310584,4.19
7881,Chuwi,395626,911145,3.64
7882,Wings,205438,510438,2.68
7883,Chuwi,353776,975323,2.68
7884,Avita,438509,707761,1.3
7885,AXL,502324,732971,3.89
7886,MSI,125875,158724,1.12
7887,Tecno,585078,928499,4.7
7888,HP,460210,447820,3.02
7889,Asus,126003,763068,4.51
7890,Ninkear,415348,489541,3.58
7891,Infinix,263805,297413,4.84
7892,HP,167339,85345,1.2
7893,Dell,317372,665614,2.29
7894,Microsoft,469331,193612,2.19
7895,Ultimus,375300,953191,4.4
7896,Microsoft,135716,542815,2.61
7897,Microsoft,573952,446013,4.69
7898,Apple,467676,889018,4.27
7899,HP,11551,537262,3.26
7900,Avita,582167,958095,3.97
7901,Razer,110045,63397,2.79
7902,Infinix,312147,20170,1.62
7903,ASUS,10881,499788,2.39
7904,Microsoft,237387,444670,4.9
7905,Samsung,412667,498387,3.6
7906,Apple,333924,969590,1.32
7907,Samsung,345827,403921,1.55
7908,Wings,319925,108531,2.89
7909,Honor,309649,435950,1.62
7910,Fujitsu,262234,851690,4.16
7911,Primebook,93028,228615,2.2
7912,Dell,138278,784805,2.48
7913,Avita,577371,858297,2.56
7914,iBall,33687,597366,3.48
7915,Tecno,137680,600598,2.56
7916,Wings,331691,809119,1.92
7917,Jio,219336,269391,1.55
7918,Ninkear,320845,174098,4.19
7919,Jio,464066,670491,2.03
7920,Acer,274728,512707,1.45
7921,ASUS,538015,721245,1.39
7922,Fujitsu,35522,469427,1.79
7923,Ninkear,532959,531229,1.02
7924,Walker,303613,739635,1.35
7925,Lenovo,429803,447958,2.91
7926,Asus,275010,894447,4.39
7927,Ultimus,10555,346218,2.51
7928,Walker,430707,185632,1.2
7929,Jio,310869,603218,2.05
7930,iBall,29196,731572,3.75
7931,iBall,232185,158837,3.09
7932,Dell,58843,786711,1.09
7933,Asus,119766,372381,1.64
7934,Zebronics,465084,53215,4.97
7935,Walker,36877,558206,3.41
7936,Wings,549652,960557,4.39
7937,Zebronics,297049,855027,1.17
7938,Honor,59276,358875,2.31
7939,Samsung,198201,290576,3.64
7940,Walker,286861,405214,2.19
7941,Infinix,103635,568347,3.54
7942,Ninkear,73789,231886,4.49
7943,Xiaomi,177656,382985,4.35
7944,AXL,93843,832827,1.55
7945,HP,175721,26609,1.55
7946,Ultimus,557467,496419,3.69
7947,Gigabyte,57511,414161,4.81
7948,Zebronics,208089,7928,3.47
7949,Honor,490077,516880,3.03
7950,Microsoft,437392,465774,3.16
7951,Gigabyte,323881,926081,3.65
7952,Gigabyte,487061,576443,3.37
7953,Walker,406593,264684,2.07
7954,AXL,28813,995844,3.87
7955,Ultimus,592693,569956,1.18
7956,MSI,335883,605950,2.64
7957,Ultimus,518005,872526,2.97
7958,Asus,437372,225997,1.13
7959,Ninkear,113472,315326,1.38
7960,Ultimus,581574,749950,2.41
7961,Colorful,166059,651873,2.93
7962,Walker,364793,381981,2.14
7963,Asus,119247,942173,4.19
7964,Jio,442328,684796,3.56
7965,Colorful,108417,734211,4.18
7966,Honor,522210,589707,3.23
7967,Zebronics,166600,20452,4.08
7968,Acer,420865,142712,2.24
7969,Ultimus,406857,976560,3.52
7970,AXL,593625,640681,4.77
7971,Fujitsu,30896,466124,4.83
7972,Samsung,541277,600122,1.01
7973,Infinix,276683,826148,1.27
7974,Ninkear,454909,737238,2.63
7975,Colorful,505637,29180,2.78
7976,Xiaomi,593940,549641,2.8
7977,Razer,311626,599234,3.87
7978,Dell,454334,214417,4.94
7979,MSI,471020,831228,2.54
7980,AXL,296304,402204,1.28
7981,Gigabyte,130743,133480,1.04
7982,Infinix,393157,64306,2.67
7983,Fujitsu,406293,409476,3.2
7984,Asus,525003,652130,4.16
7985,iBall,463449,841332,2.01
7986,HP,308766,779252,1.97
7987,Honor,462308,995572,3.91
7988,Tecno,486938,714494,2.01
7989,Tecno,142014,488042,3.06
7990,ASUS,180344,423076,1.11
7991,Apple,125625,451244,3.43
7992,Gigabyte,11120,938469,1.41
7993,Fujitsu,533189,975433,2.7
7994,iBall,579798,590519,1.78
7995,Colorful,112688,719218,2.66
7996,Wings,358187,270746,1.63
7997,Fujitsu,325961,958588,1.01
7998,Colorful,189723,700556,3.22
7999,Fujitsu,30542,445977,4.26
8000,LG,204281,124537,4.52
8001,MSI,462098,986974,3.08
8002,Asus,192171,371113,1.49
8003,Wings,233497,515802,1.66
8004,Tecno,468448,374772,1.58
8005,Asus,285463,637994,3.66
8006,Dell,333571,277136,3.96
8007,Apple,309415,920081,2.4
8008,Samsung,340515,371531,2.94
8009,Wings,417520,235000,2.95
8010,ASUS,537893,407651,1.7
8011,Microsoft,373242,582769,2.3
8012,Fujitsu,509587,889555,3.27
8013,LG,494881,675535,1.41
8014,Wings,445743,310831,1.66
8015,Dell,232748,22811,1.76
8016,Apple,475410,114456,2.87
8017,Tecno,154364,315280,2.83
8018,Infinix,263216,443949,3.98
8019,Razer,189644,980404,4.84
8020,Fujitsu,38728,606994,3.28
8021,Fujitsu,167472,23023,4.92
8022,Asus,137439,746255,4.51
8023,Xiaomi,593517,962609,3.56
8024,iBall,581042,592164,1.07
8025,Avita,573760,569409,4.13
8026,Apple,201762,915904,3.54
8027,Tecno,97552,837792,1.29
8028,Apple,226279,151817,3.32
8029,Lenovo,78350,968913,3.61
8030,iBall,456567,949318,1.63
8031,Jio,445311,177763,4.14
8032,Zebronics,293770,660889,1.41
8033,HP,568370,992684,1.21
8034,AXL,101897,263619,4.12
8035,ASUS,365274,664237,4.37
8036,HP,14507,804438,1.53
8037,Walker,53244,379177,1.44
8038,Colorful,558592,573247,2.3
8039,ASUS,386034,826365,2.44
8040,iBall,415704,263686,4.45
8041,Avita,96273,779625,4.9
8042,Primebook,118375,702573,2.39
8043,Asus,490040,800957,4.84
8044,LG,375730,591012,1.67
8045,Fujitsu,408300,130884,1.9
8046,Walker,220576,313707,3.73
8047,HP,449562,498538,4.49
8048,Microsoft,531628,643175,3.32
8049,Acer,359825,334767,2.43
8050,AXL,461794,187235,4.77
8051,Gigabyte,126661,336232,3.04
8052,Dell,463502,618767,3.87
8053,Ninkear,381653,445877,1.3
8054,Wings,251036,641783,3.37
8055,Asus,191674,458847,2.6
8056,Dell,182276,567636,2.56
8057,Avita,107636,271225,3.51
8058,Primebook,295778,136289,2.87
8059,ASUS,265309,220486,4.5
8060,Chuwi,201515,24551,4.61
8061,Primebook,409792,515741,4.92
8062,Colorful,338255,72360,3.93
8063,Xiaomi,585759,724636,1.26
8064,Zebronics,30985,146545,4.04
8065,Lenovo,273529,224355,1.75
8066,Acer,143701,647945,1.15
8067,Lenovo,414979,578119,1.51
8068,Fujitsu,241472,751931,1.21
8069,ASUS,266673,418612,1.1
8070,Lenovo,101186,174817,1.59
8071,Jio,99083,883102,1.17
8072,Fujitsu,189501,567465,1.26
8073,Acer,9402,211353,2.16
8074,iBall,175374,795390,1.07
8075,Gigabyte,480332,292862,2.61
8076,Jio,423716,71351,1.21
8077,Fujitsu,426664,852152,1.58
8078,Tecno,28439,264294,1.49
8079,MSI,538462,692865,2.19
8080,MSI,166049,339451,4.16
8081,Dell,397693,303997,3.08
8082,Dell,205034,532889,3.65
8083,Acer,95730,182232,5.0
8084,Ninkear,179268,966538,2.72
8085,Avita,438312,747840,2.07
8086,Avita,172862,932288,2.59
8087,Zebronics,22811,684451,3.74
8088,Honor,42733,340854,2.27
8089,Asus,246903,611225,3.53
8090,iBall,595929,785994,4.79
8091,Samsung,296732,237954,2.11
8092,Wings,307816,33556,3.78
8093,Wings,396292,461720,4.94
8094,Chuwi,276298,463709,3.87
8095,Razer,191307,308729,2.72
8096,Xiaomi,63658,823511,2.3
8097,Avita,149970,651979,2.67
8098,Razer,121801,127208,3.03
8099,Gigabyte,88802,791271,3.89
8100,ASUS,30376,117672,1.07
8101,Xiaomi,406884,126046,4.39
8102,LG,539462,951405,4.22
8103,Microsoft,239244,398236,1.44
8104,Gigabyte,338013,506028,3.02
8105,ASUS,130283,527543,3.19
8106,Chuwi,243783,652827,3.7
8107,Samsung,403293,936603,2.04
8108,Lenovo,402856,669664,2.51
8109,Ultimus,349847,496570,1.81
8110,Apple,570428,308381,1.64
8111,MSI,135946,93456,4.5
8112,ASUS,271961,832415,2.9
8113,Walker,158065,558951,1.57
8114,Ultimus,328973,762185,1.15
8115,iBall,582719,685865,4.91
8116,Wings,25269,505221,4.17
8117,Primebook,444160,19074,3.62
8118,Infinix,61284,625307,4.21
8119,MSI,592798,574589,4.6
8120,Gigabyte,307751,46975,4.57
8121,HP,423194,928708,2.43
8122,Gigabyte,60567,908847,2.07
8123,Ninkear,245979,850231,2.4
8124,HP,512552,11007,1.73
8125,Ultimus,341399,498394,1.15
8126,Jio,348135,535510,3.97
8127,Wings,396486,778820,2.97
8128,LG,461004,747916,1.11
8129,Chuwi,291616,455497,4.32
8130,Ninkear,95625,281449,3.91
8131,Tecno,24620,111689,4.98
8132,Wings,595108,536098,3.19
8133,Honor,43902,463291,4.96
8134,Ultimus,458478,395737,3.69
8135,Dell,369973,653757,2.03
8136,Walker,268426,774387,4.57
8137,Samsung,499125,540354,2.02
8138,Acer,229843,448280,1.06
8139,Ultimus,511453,669814,2.34
8140,Acer,362891,654120,4.68
8141,Xiaomi,95066,671179,2.04
8142,Colorful,342910,691663,3.92
8143,Ninkear,114104,643200,2.89
8144,Acer,297633,782706,1.12
8145,Colorful,575732,421691,1.57
8146,Tecno,179523,635922,1.16
8147,Chuwi,505808,404141,1.15
8148,Apple,124739,978746,4.92
8149,Infinix,205533,63638,4.98
8150,Jio,206194,874974,3.14
8151,Chuwi,146416,664241,1.08
8152,Dell,576279,242169,3.78
8153,Asus,184854,605847,2.46
8154,Primebook,126575,883976,1.45
8155,Razer,424713,921081,3.06
8156,Honor,325055,793156,3.7
8157,ASUS,551805,429997,3.79
8158,Fujitsu,523219,230404,4.45
8159,Gigabyte,165309,846518,2.39
8160,Honor,66414,615816,1.04
8161,Ultimus,294445,426240,2.44
8162,Jio,98708,11178,4.44
8163,Dell,509863,298704,3.85
8164,Fujitsu,372065,345164,1.36
8165,Acer,563670,405051,3.04
8166,Razer,17296,127546,2.58
8167,Colorful,261740,626972,3.38
8168,Primebook,482783,50317,4.32
8169,Chuwi,63853,98485,1.84
8170,Samsung,126059,714397,2.62
8171,HP,573651,708795,1.28
8172,Chuwi,261649,580050,3.37
8173,AXL,344004,219006,1.88
8174,Colorful,333933,710573,1.71
8175,Colorful,78190,946976,4.59
8176,Huawei,331413,247184,4.86
8177,iBall,67395,974879,1.9
8178,MSI,431558,897536,4.47
8179,Gigabyte,175684,635855,4.25
8180,Infinix,522424,388985,4.94
8181,Xiaomi,559917,83133,2.23
8182,iBall,91866,372963,3.9
8183,MSI,503336,102457,3.77
8184,iBall,400949,204698,2.98
8185,Gigabyte,416321,283343,3.95
8186,Asus,494464,259116,1.15
8187,Gigabyte,180793,946427,3.9
8188,Colorful,363218,117511,3.64
8189,Apple,142128,890925,2.01
8190,Apple,542648,437112,4.51
8191,Dell,252578,261883,4.98
8192,Fujitsu,362524,404623,1.42
8193,Razer,328071,199759,4.82
8194,Primebook,92410,835400,4.79
8195,Acer,300601,918685,3.81
8196,Razer,519011,636178,3.76
8197,Honor,292719,420814,1.11
8198,Walker,256357,621741,2.48
8199,Apple,494555,658480,2.91
8200,Microsoft,341340,232349,3.33
8201,Fujitsu,440756,18403,3.27
8202,AXL,509230,420889,1.07
8203,Wings,180019,614355,3.57
8204,AXL,224929,128012,3.56
8205,Gigabyte,266169,834671,4.13
8206,Ultimus,305472,67872,2.23
8207,Primebook,155077,269674,3.41
8208,Zebronics,511217,295413,3.82
8209,Walker,30482,686235,2.7
8210,Jio,567677,639136,1.23
8211,Lenovo,219525,317652,1.97
8212,MSI,433901,253768,4.93
8213,AXL,143190,414630,3.65
8214,AXL,212136,61842,1.49
8215,HP,404065,249621,3.42
8216,Lenovo,574698,791758,2.05
8217,Walker,402016,171540,4.99
8218,iBall,577765,196916,1.48
8219,MSI,197194,33236,3.97
8220,Zebronics,353887,878406,2.45
8221,ASUS,192520,807166,4.01
8222,Zebronics,108472,447552,1.69
8223,Colorful,351879,466987,1.07
8224,Avita,352922,235050,1.09
8225,HP,423731,440772,2.54
8226,Wings,374494,620098,2.16
8227,Xiaomi,569500,545691,3.66
8228,Microsoft,420838,946407,2.28
8229,Wings,77100,11676,3.27
8230,Ultimus,238827,582729,1.96
8231,Jio,498947,666528,4.4
8232,Walker,108727,492956,1.7
8233,ASUS,229120,982732,4.77
8234,Fujitsu,473017,819586,2.48
8235,AXL,539378,263073,4.35
8236,Dell,8113,900639,3.64
8237,Wings,488919,86585,1.67
8238,MSI,379842,595682,2.93
8239,Lenovo,420181,313752,2.19
8240,Tecno,432433,853807,1.88
8241,Primebook,187970,130681,3.83
8242,Apple,221134,363905,1.22
8243,Ultimus,232399,535377,3.41
8244,Ninkear,510650,664327,1.92
8245,Tecno,546217,302142,1.22
8246,Acer,359330,675648,3.52
8247,Acer,166585,528014,4.14
8248,Xiaomi,291831,781613,1.51
8249,AXL,540076,51055,1.37
8250,iBall,234880,203201,5.0
8251,Honor,561776,973137,1.03
8252,Razer,122493,575186,3.48
8253,Ninkear,402713,44808,4.78
8254,HP,150413,611091,4.32
8255,Acer,590134,819737,3.07
8256,Asus,487046,413038,1.85
8257,Tecno,201523,884388,1.3
8258,Acer,328232,166338,3.7
8259,Chuwi,392404,260264,1.67
8260,Huawei,564545,357086,2.21
8261,Samsung,406226,371627,4.74
8262,Microsoft,454232,286566,1.12
8263,Chuwi,355842,397650,2.29
8264,Microsoft,258174,749843,1.64
8265,Apple,128175,450013,4.46
8266,MSI,203917,257356,3.16
8267,Avita,507732,6626,1.32
8268,Asus,541155,358519,1.26
8269,LG,480659,648535,2.0
8270,iBall,444849,92091,4.92
8271,Colorful,452050,137047,1.26
8272,iBall,216655,594749,4.74
8273,ASUS,153955,898212,4.31
8274,Ultimus,128117,962260,2.83
8275,Tecno,511580,343557,3.68
8276,HP,430619,547887,4.06
8277,HP,184686,609836,2.39
8278,MSI,332897,612674,2.15
8279,Gigabyte,270955,438935,1.35
8280,Zebronics,226306,825591,4.4
8281,Ninkear,420466,47061,2.46
8282,Razer,530515,699186,1.79
8283,iBall,209664,919799,1.21
8284,Microsoft,371651,853952,4.29
8285,Xiaomi,280666,862493,2.98
8286,Tecno,436172,296678,3.67
8287,Xiaomi,326490,607814,4.13
8288,Avita,312416,320299,4.53
8289,Wings,120377,548826,3.15
8290,LG,195849,396921,1.64
8291,Zebronics,173302,187306,4.06
8292,Avita,352478,540271,4.85
8293,Razer,19024,526468,1.75
8294,Ultimus,333820,471516,4.09
8295,LG,519377,425853,3.22
8296,Acer,273293,169756,4.04
8297,Ultimus,245569,475170,2.79
8298,Fujitsu,249679,218043,4.9
8299,Honor,307276,304791,1.67
8300,Primebook,105740,383873,2.28
8301,Avita,401215,445774,1.66
8302,Jio,130503,789430,2.94
8303,Ultimus,395140,657701,3.74
8304,HP,448792,347006,3.63
8305,Gigabyte,446708,71128,2.03
8306,Infinix,202525,278466,1.24
8307,Fujitsu,352578,873788,2.07
8308,Primebook,479028,567076,1.53
8309,Lenovo,54179,859365,2.88
8310,Apple,224873,524572,3.28
8311,Walker,96428,526785,2.8
8312,Asus,594750,737816,2.0
8313,Jio,517834,680635,3.7
8314,MSI,91149,318106,1.31
8315,Gigabyte,407414,527782,3.13
8316,Colorful,245572,173313,2.74
8317,Honor,257095,821513,4.54
8318,Gigabyte,513036,428706,3.82
8319,Avita,72102,535780,2.8
8320,Microsoft,415721,779377,2.04
8321,Razer,520459,39525,1.82
8322,ASUS,393815,624550,4.49
8323,Tecno,35119,296597,1.1
8324,HP,312805,468764,2.79
8325,Gigabyte,536522,526470,1.1
8326,HP,548116,945050,3.3
8327,Fujitsu,286928,285507,2.8
8328,Colorful,215138,277472,2.46
8329,Microsoft,254842,885475,4.09
8330,Lenovo,60920,235637,4.68
8331,Infinix,351267,193689,2.01
8332,Zebronics,532137,928530,2.5
8333,Acer,453436,139471,4.11
8334,Ultimus,347529,346466,4.41
8335,Huawei,473273,551803,4.16
8336,Fujitsu,277666,857925,4.73
8337,Tecno,589692,246510,3.38
8338,Tecno,453494,867715,4.96
8339,Infinix,331286,278428,2.64
8340,Jio,524037,331937,3.79
8341,iBall,132605,5104,3.29
8342,Tecno,517673,680814,1.43
8343,Ultimus,453993,10998,4.46
8344,ASUS,458171,733481,1.78
8345,Infinix,246901,856821,2.12
8346,Wings,584207,445452,3.38
8347,Tecno,46710,697539,2.18
8348,Dell,129766,698672,3.37
8349,ASUS,51425,894884,4.09
8350,Primebook,367638,510851,2.19
8351,Chuwi,448186,632093,2.8
8352,Asus,506204,216215,4.72
8353,Samsung,578848,738519,1.13
8354,Walker,312193,813033,2.67
8355,Honor,45990,497124,4.03
8356,Xiaomi,109412,229514,4.33
8357,Huawei,267565,957592,2.09
8358,Tecno,409675,69368,1.48
8359,Jio,200986,937268,4.6
8360,Avita,272627,482008,3.38
8361,Fujitsu,102339,568275,1.69
8362,Colorful,138621,213193,3.91
8363,Infinix,503096,167479,4.71
8364,Asus,596668,560851,4.76
8365,Infinix,329879,233145,4.1
8366,Apple,51803,372215,1.66
8367,Jio,335697,796809,3.93
8368,Xiaomi,503253,471821,4.47
8369,ASUS,71145,582653,1.19
8370,Dell,142813,761767,3.42
8371,Fujitsu,391837,142712,4.53
8372,ASUS,338315,690035,3.06
8373,HP,540458,688199,4.94
8374,Lenovo,121032,656062,2.58
8375,Ninkear,157945,677497,1.85
8376,Samsung,319258,905141,4.52
8377,Acer,512755,681609,2.04
8378,Zebronics,550266,644281,3.45
8379,Infinix,188262,70483,3.33
8380,Infinix,164653,804329,4.71
8381,Xiaomi,582757,522304,1.6
8382,Samsung,379716,332087,2.26
8383,Fujitsu,415088,55055,3.51
8384,Ultimus,25383,858865,1.05
8385,Honor,403006,145331,2.04
8386,Ultimus,304530,916990,4.24
8387,Tecno,575765,61115,1.35
8388,Walker,221804,511707,1.16
8389,Jio,283565,210067,2.01
8390,Microsoft,495816,650368,3.05
8391,Ninkear,240772,649716,2.18
8392,Colorful,122631,479789,3.33
8393,Gigabyte,591825,34080,2.29
8394,Xiaomi,531137,993016,3.22
8395,Honor,78265,76446,2.7
8396,Acer,599717,989197,4.78
8397,Ultimus,539880,994275,4.36
8398,Acer,272489,333086,2.53
8399,Infinix,472114,697546,4.85
8400,Jio,448947,182701,2.59
8401,Avita,383689,627454,3.17
8402,iBall,512338,269724,3.15
8403,Wings,153007,606522,4.22
8404,Walker,241798,694960,1.07
8405,Samsung,445396,319726,1.06
8406,Ultimus,145334,640320,4.38
8407,AXL,187017,840173,1.09
8408,Jio,79505,814789,3.12
8409,Wings,422180,762876,2.11
8410,Xiaomi,443234,32535,2.34
8411,MSI,10381,762231,3.46
8412,HP,237562,597718,4.13
8413,MSI,158976,329098,3.4
8414,Razer,334329,66247,2.25
8415,Gigabyte,493812,253231,4.49
8416,AXL,454620,631407,2.69
8417,Razer,329462,873873,4.03
8418,Samsung,441306,415554,3.02
8419,Xiaomi,283570,302062,2.7
8420,Samsung,273777,185988,4.39
8421,ASUS,344170,442371,3.82
8422,iBall,22625,130665,1.39
8423,MSI,96930,957349,4.12
8424,Chuwi,297804,299202,4.7
8425,Huawei,597703,194849,1.51
8426,Dell,359938,422960,3.04
8427,HP,359825,351576,4.86
8428,Primebook,530503,318101,1.88
8429,Asus,598617,712613,3.35
8430,Colorful,287289,255746,3.59
8431,Avita,211671,236278,2.98
8432,Zebronics,210319,514359,3.06
8433,Infinix,130793,931164,3.28
8434,Zebronics,182955,211764,1.43
8435,Lenovo,416526,100087,1.06
8436,Tecno,374497,890907,3.85
8437,Ultimus,367183,416960,2.34
8438,Avita,213755,140158,2.83
8439,Walker,254454,735863,4.35
8440,Primebook,464675,42515,3.73
8441,Lenovo,117940,381427,2.57
8442,Ninkear,25195,171111,3.29
8443,Zebronics,202134,540108,2.61
8444,MSI,280806,177832,2.35
8445,Fujitsu,598798,278721,1.51
8446,Jio,310880,271677,4.85
8447,Dell,59756,734868,4.85
8448,Walker,419845,716175,4.25
8449,Avita,277097,696476,1.62
8450,Xiaomi,262957,16649,4.05
8451,Primebook,551039,880534,3.2
8452,Jio,534650,195125,1.65
8453,Wings,71561,521254,1.68
8454,Dell,98654,519579,1.42
8455,Walker,284298,830947,4.26
8456,Chuwi,186723,858423,4.4
8457,Infinix,289522,260217,1.02
8458,MSI,46017,586496,1.84
8459,Gigabyte,224014,495282,3.8
8460,Acer,300828,481672,4.96
8461,Jio,277153,138086,4.32
8462,Honor,338643,757467,1.63
8463,Primebook,381376,21837,4.57
8464,Microsoft,166444,194848,1.01
8465,Avita,86198,372467,1.97
8466,Lenovo,523692,268364,1.43
8467,Jio,19680,375659,5.0
8468,HP,506566,909875,4.06
8469,Primebook,230238,531970,3.88
8470,Microsoft,307748,178674,3.67
8471,Honor,306685,458240,1.93
8472,LG,282878,442915,2.93
8473,Apple,407202,875627,2.38
8474,Razer,165496,920086,4.36
8475,Dell,507370,713827,2.23
8476,Microsoft,21217,338185,2.52
8477,Fujitsu,339441,421354,2.55
8478,Ninkear,320916,730564,1.36
8479,Asus,250517,451787,2.07
8480,Acer,230001,67207,3.17
8481,Lenovo,50223,407860,2.08
8482,Tecno,123171,791976,2.77
8483,Samsung,230473,630523,1.33
8484,LG,414903,246818,3.14
8485,AXL,599979,906902,2.51
8486,HP,80933,179198,4.07
8487,Microsoft,558642,253267,3.93
8488,Avita,317119,668589,2.38
8489,AXL,86717,386991,3.31
8490,Apple,426638,6956,2.58
8491,Samsung,327101,590557,1.04
8492,Fujitsu,174180,73991,1.6
8493,Colorful,162785,692330,3.91
8494,Jio,564763,39845,4.19
8495,Dell,301844,710442,3.21
8496,Xiaomi,536539,822590,2.07
8497,Wings,336726,151836,4.93
8498,Xiaomi,254147,386351,2.24
8499,Razer,452055,860899,2.15
8500,Asus,599570,930791,1.12
8501,Primebook,578329,368629,4.29
8502,Infinix,278606,619557,3.94
8503,Huawei,196200,25486,4.31
8504,iBall,98917,226380,2.04
8505,HP,257219,226829,2.28
8506,Acer,145973,337593,1.21
8507,Samsung,510306,23460,1.79
8508,Samsung,536455,260221,3.64
8509,Honor,135726,505119,4.7
8510,Microsoft,433448,985550,4.03
8511,MSI,250592,907858,3.32
8512,Wings,354669,909749,4.57
8513,HP,547244,519787,3.85
8514,Jio,577827,636266,3.38
8515,Ninkear,298700,298934,2.59
8516,Asus,91861,916578,3.63
8517,Ultimus,92325,27318,1.49
8518,Avita,37074,124311,2.12
8519,Apple,169386,27231,2.14
8520,Acer,398778,129470,1.44
8521,Avita,180380,212378,3.7
8522,Dell,75224,272398,1.49
8523,Walker,235342,612630,3.19
8524,Wings,220043,721554,4.21
8525,Samsung,259518,673481,3.67
8526,LG,179711,723872,3.45
8527,Xiaomi,253319,211771,2.99
8528,Ultimus,201304,443251,1.73
8529,Dell,552518,387234,4.32
8530,AXL,133783,601927,3.94
8531,ASUS,172053,732479,1.78
8532,Jio,307755,443787,4.41
8533,iBall,464128,935454,4.06
